frequency,raw,error,smoothed,error_smoothed,equalization,equalized_raw,equalized_smoothed,target
37.43,2.61,1.58,2.61,1.58,-1.58,1.03,1.03,1.03
37.81,2.56,1.53,2.56,1.53,-1.53,1.03,1.03,1.03
38.19,2.51,1.48,2.51,1.47,-1.47,1.04,1.03,1.03
38.57,2.45,1.42,2.45,1.41,-1.41,1.04,1.03,1.03
38.95,2.38,1.35,2.38,1.35,-1.35,1.03,1.03,1.03
39.34,2.31,1.28,2.32,1.28,-1.28,1.03,1.03,1.03
39.74,2.25,1.22,2.25,1.21,-1.21,1.04,1.03,1.03
40.14,2.18,1.15,2.18,1.14,-1.14,1.04,1.03,1.03
40.54,2.09,1.06,2.10,1.07,-1.07,1.02,1.03,1.03
40.94,2.02,0.99,2.02,0.99,-0.99,1.03,1.03,1.03
41.35,1.94,0.91,1.95,0.91,-0.91,1.03,1.03,1.03
41.76,1.87,0.84,1.87,0.83,-0.83,1.04,1.03,1.03
42.18,1.78,0.75,1.78,0.75,-0.75,1.03,1.03,1.03
42.60,1.70,0.67,1.70,0.67,-0.67,1.03,1.03,1.03
43.03,1.60,0.57,1.62,0.59,-0.59,1.01,1.03,1.03
43.46,1.53,0.50,1.54,0.50,-0.50,1.03,1.03,1.03
43.90,1.45,0.42,1.45,0.42,-0.42,1.03,1.03,1.03
44.33,1.36,0.33,1.36,0.33,-0.33,1.03,1.03,1.03
44.78,1.26,0.23,1.27,0.24,-0.24,1.02,1.03,1.03
45.23,1.18,0.15,1.18,0.15,-0.15,1.03,1.03,1.03
45.68,1.10,0.07,1.09,0.06,-0.06,1.04,1.03,1.03
46.13,1.01,-0.02,1.00,-0.04,0.04,1.05,1.03,1.03
46.60,0.91,-0.12,0.90,-0.13,0.13,1.05,1.03,1.03
47.06,0.80,-0.23,0.80,-0.23,0.23,1.03,1.03,1.03
47.53,0.70,-0.33,0.70,-0.33,0.33,1.04,1.03,1.03
48.01,0.58,-0.45,0.59,-0.44,0.44,1.02,1.03,1.03
48.49,0.48,-0.55,0.48,-0.55,0.55,1.03,1.03,1.03
48.97,0.37,-0.66,0.37,-0.66,0.66,1.03,1.03,1.03
49.46,0.26,-0.77,0.26,-0.77,0.77,1.04,1.03,1.03
49.96,0.15,-0.88,0.14,-0.89,0.89,1.04,1.03,1.03
50.46,0.03,-1.00,0.02,-1.01,1.01,1.04,1.03,1.03
50.96,-0.09,-1.12,-0.10,-1.13,1.13,1.05,1.03,1.03
51.47,-0.22,-1.25,-0.22,-1.26,1.26,1.04,1.03,1.03
51.99,-0.34,-1.37,-0.35,-1.38,1.38,1.04,1.03,1.03
52.51,-0.46,-1.49,-0.47,-1.50,1.50,1.04,1.03,1.03
53.03,-0.59,-1.62,-0.59,-1.62,1.62,1.03,1.03,1.03
53.56,-0.71,-1.74,-0.70,-1.74,1.74,1.03,1.03,1.03
54.10,-0.83,-1.86,-0.82,-1.85,1.85,1.02,1.03,1.03
54.64,-0.94,-1.97,-0.92,-1.96,1.96,1.02,1.03,1.03
55.18,-1.04,-2.07,-1.03,-2.06,2.06,1.02,1.03,1.03
55.74,-1.14,-2.17,-1.12,-2.16,2.16,1.02,1.03,1.03
56.29,-1.24,-2.27,-1.21,-2.24,2.24,1.01,1.03,1.03
56.86,-1.32,-2.35,-1.29,-2.33,2.33,1.01,1.03,1.03
57.42,-1.38,-2.41,-1.37,-2.40,2.40,1.02,1.03,1.03
58.00,-1.45,-2.48,-1.44,-2.47,2.47,1.02,1.03,1.03
58.58,-1.51,-2.54,-1.50,-2.53,2.53,1.03,1.03,1.03
59.16,-1.56,-2.59,-1.56,-2.59,2.59,1.04,1.03,1.03
59.76,-1.61,-2.64,-1.62,-2.65,2.65,1.04,1.03,1.03
60.35,-1.66,-2.69,-1.67,-2.70,2.70,1.04,1.03,1.03
60.96,-1.70,-2.73,-1.71,-2.75,2.75,1.05,1.03,1.03
61.57,-1.76,-2.79,-1.76,-2.79,2.79,1.03,1.03,1.03
62.18,-1.80,-2.83,-1.80,-2.84,2.84,1.04,1.03,1.03
62.80,-1.84,-2.87,-1.85,-2.88,2.88,1.04,1.03,1.03
63.43,-1.89,-2.92,-1.89,-2.92,2.92,1.04,1.03,1.03
64.07,-1.94,-2.97,-1.94,-2.97,2.97,1.03,1.03,1.03
64.71,-1.98,-3.01,-1.98,-3.02,3.02,1.04,1.03,1.03
65.35,-2.03,-3.06,-2.03,-3.06,3.06,1.03,1.03,1.03
66.01,-2.06,-3.09,-2.07,-3.11,3.11,1.05,1.03,1.03
66.67,-2.10,-3.13,-2.12,-3.15,3.15,1.05,1.03,1.03
67.33,-2.15,-3.18,-2.16,-3.19,3.19,1.04,1.03,1.03
68.01,-2.18,-3.21,-2.20,-3.23,3.23,1.05,1.03,1.03
68.69,-2.23,-3.26,-2.23,-3.26,3.26,1.04,1.03,1.03
69.37,-2.28,-3.31,-2.26,-3.29,3.29,1.02,1.03,1.03
70.07,-2.32,-3.35,-2.29,-3.32,3.32,1.00,1.03,1.03
70.77,-2.33,-3.36,-2.30,-3.34,3.34,1.01,1.03,1.03
71.48,-2.33,-3.36,-2.32,-3.35,3.35,1.02,1.03,1.03
72.19,-2.34,-3.37,-2.32,-3.35,3.35,1.02,1.03,1.03
72.91,-2.34,-3.37,-2.32,-3.35,3.35,1.01,1.03,1.03
73.64,-2.32,-3.35,-2.31,-3.35,3.35,1.03,1.03,1.03
74.38,-2.30,-3.33,-2.30,-3.33,3.33,1.03,1.03,1.03
75.12,-2.29,-3.32,-2.28,-3.31,3.31,1.02,1.03,1.03
75.87,-2.26,-3.29,-2.25,-3.29,3.29,1.03,1.03,1.03
76.63,-2.21,-3.24,-2.22,-3.26,3.26,1.05,1.03,1.03
77.40,-2.19,-3.22,-2.19,-3.22,3.22,1.03,1.03,1.03
78.17,-2.16,-3.19,-2.16,-3.19,3.19,1.03,1.03,1.03
78.95,-2.13,-3.16,-2.12,-3.16,3.16,1.03,1.03,1.03
79.74,-2.08,-3.11,-2.09,-3.12,3.12,1.04,1.03,1.03
80.54,-2.05,-3.08,-2.05,-3.09,3.09,1.04,1.03,1.03
81.35,-2.02,-3.05,-2.02,-3.05,3.05,1.04,1.03,1.03
82.16,-1.98,-3.01,-1.99,-3.02,3.02,1.05,1.03,1.03
82.98,-1.96,-2.99,-1.96,-3.00,3.00,1.04,1.03,1.03
83.81,-1.94,-2.97,-1.93,-2.97,2.97,1.03,1.03,1.03
84.65,-1.91,-2.94,-1.91,-2.94,2.94,1.03,1.03,1.03
85.50,-1.89,-2.92,-1.89,-2.92,2.92,1.03,1.03,1.03
86.35,-1.87,-2.90,-1.87,-2.90,2.90,1.03,1.03,1.03
87.22,-1.84,-2.87,-1.85,-2.88,2.88,1.05,1.03,1.03
88.09,-1.82,-2.85,-1.83,-2.87,2.87,1.05,1.03,1.03
88.97,-1.84,-2.87,-1.82,-2.85,2.85,1.02,1.03,1.03
89.86,-1.82,-2.85,-1.81,-2.84,2.84,1.02,1.03,1.03
90.76,-1.80,-2.83,-1.80,-2.83,2.83,1.03,1.03,1.03
91.66,-1.78,-2.81,-1.79,-2.82,2.82,1.04,1.03,1.03
92.58,-1.78,-2.81,-1.78,-2.81,2.81,1.03,1.03,1.03
93.51,-1.79,-2.82,-1.77,-2.80,2.80,1.01,1.03,1.03
94.44,-1.77,-2.80,-1.76,-2.79,2.79,1.02,1.03,1.03
95.39,-1.75,-2.78,-1.75,-2.78,2.78,1.04,1.03,1.03
96.34,-1.73,-2.76,-1.75,-2.78,2.78,1.05,1.03,1.03
97.30,-1.74,-2.77,-1.74,-2.77,2.77,1.03,1.03,1.03
98.28,-1.75,-2.78,-1.73,-2.77,2.77,1.02,1.03,1.03
99.26,-1.74,-2.77,-1.73,-2.76,2.76,1.02,1.03,1.03
100.25,-1.72,-2.75,-1.72,-2.76,2.76,1.04,1.03,1.03
101.25,-1.72,-2.75,-1.72,-2.75,2.75,1.04,1.03,1.03
102.27,-1.72,-2.75,-1.72,-2.75,2.75,1.04,1.03,1.03
103.29,-1.72,-2.75,-1.72,-2.75,2.75,1.03,1.03,1.03
104.32,-1.72,-2.75,-1.72,-2.75,2.75,1.03,1.03,1.03
105.37,-1.72,-2.75,-1.73,-2.76,2.76,1.04,1.03,1.03
106.42,-1.73,-2.76,-1.73,-2.76,2.76,1.04,1.03,1.03
107.48,-1.74,-2.77,-1.74,-2.77,2.77,1.03,1.03,1.03
108.56,-1.74,-2.77,-1.74,-2.78,2.78,1.04,1.03,1.03
109.64,-1.75,-2.78,-1.75,-2.78,2.78,1.04,1.03,1.03
110.74,-1.77,-2.80,-1.76,-2.79,2.79,1.03,1.03,1.03
111.85,-1.78,-2.81,-1.77,-2.81,2.81,1.03,1.03,1.03
112.97,-1.78,-2.81,-1.79,-2.82,2.82,1.04,1.03,1.03
114.10,-1.79,-2.82,-1.80,-2.83,2.83,1.04,1.03,1.03
115.24,-1.83,-2.86,-1.81,-2.84,2.84,1.01,1.03,1.03
116.39,-1.83,-2.86,-1.82,-2.85,2.85,1.02,1.03,1.03
117.55,-1.83,-2.86,-1.83,-2.86,2.86,1.03,1.03,1.03
118.73,-1.83,-2.86,-1.84,-2.87,2.87,1.04,1.03,1.03
119.92,-1.85,-2.88,-1.85,-2.88,2.88,1.03,1.03,1.03
121.12,-1.87,-2.90,-1.86,-2.89,2.89,1.02,1.03,1.03
122.33,-1.87,-2.90,-1.87,-2.90,2.90,1.03,1.03,1.03
123.55,-1.87,-2.90,-1.87,-2.90,2.90,1.04,1.03,1.03
124.79,-1.87,-2.90,-1.88,-2.91,2.91,1.04,1.03,1.03
126.03,-1.87,-2.90,-1.89,-2.92,2.92,1.05,1.03,1.03
127.29,-1.90,-2.93,-1.89,-2.93,2.93,1.03,1.03,1.03
128.57,-1.92,-2.95,-1.90,-2.93,2.93,1.01,1.03,1.03
129.85,-1.92,-2.95,-1.91,-2.94,2.94,1.02,1.03,1.03
131.15,-1.92,-2.95,-1.92,-2.95,2.95,1.03,1.03,1.03
132.46,-1.92,-2.95,-1.92,-2.95,2.95,1.04,1.03,1.03
133.79,-1.92,-2.95,-1.93,-2.96,2.96,1.04,1.03,1.03
135.12,-1.93,-2.96,-1.93,-2.96,2.96,1.03,1.03,1.03
136.48,-1.93,-2.96,-1.93,-2.97,2.97,1.04,1.03,1.03
137.84,-1.95,-2.98,-1.94,-2.97,2.97,1.02,1.03,1.03
139.22,-1.95,-2.98,-1.94,-2.98,2.98,1.03,1.03,1.03
140.61,-1.96,-2.99,-1.95,-2.98,2.98,1.02,1.03,1.03
142.02,-1.96,-2.99,-1.95,-2.98,2.98,1.03,1.03,1.03
143.44,-1.96,-2.99,-1.96,-2.99,2.99,1.03,1.03,1.03
144.87,-1.95,-2.98,-1.96,-2.99,2.99,1.05,1.03,1.03
146.32,-1.95,-2.98,-1.97,-3.00,3.00,1.05,1.03,1.03
147.78,-1.95,-2.98,-1.97,-3.01,3.01,1.06,1.03,1.03
149.26,-1.97,-3.00,-1.98,-3.01,3.01,1.04,1.03,1.03
150.75,-2.01,-3.04,-1.98,-3.02,3.02,1.01,1.03,1.03
152.26,-2.01,-3.04,-1.99,-3.02,3.02,1.01,1.03,1.03
153.78,-2.01,-3.04,-1.99,-3.02,3.02,1.02,1.03,1.03
155.32,-2.00,-3.03,-2.00,-3.03,3.03,1.03,1.03,1.03
156.88,-2.00,-3.03,-2.00,-3.03,3.03,1.04,1.03,1.03
158.44,-2.00,-3.03,-2.01,-3.04,3.04,1.04,1.03,1.03
160.03,-2.01,-3.04,-2.01,-3.04,3.04,1.03,1.03,1.03
161.63,-2.01,-3.04,-2.01,-3.04,3.04,1.04,1.03,1.03
163.24,-2.00,-3.03,-2.01,-3.04,3.04,1.05,1.03,1.03
164.88,-2.00,-3.03,-2.01,-3.04,3.04,1.04,1.03,1.03
166.53,-2.00,-3.03,-2.00,-3.03,3.03,1.04,1.03,1.03
168.19,-2.01,-3.04,-2.00,-3.03,3.03,1.02,1.03,1.03
169.87,-2.00,-3.03,-1.99,-3.02,3.02,1.02,1.03,1.03
171.57,-1.99,-3.02,-1.98,-3.01,3.01,1.02,1.03,1.03
173.29,-1.97,-3.00,-1.97,-3.00,3.00,1.03,1.03,1.03
175.02,-1.96,-2.99,-1.95,-2.98,2.98,1.02,1.03,1.03
176.77,-1.94,-2.97,-1.93,-2.96,2.96,1.02,1.03,1.03
178.54,-1.92,-2.95,-1.91,-2.94,2.94,1.02,1.03,1.03
180.32,-1.89,-2.92,-1.88,-2.92,2.92,1.03,1.03,1.03
182.13,-1.87,-2.90,-1.86,-2.89,2.89,1.02,1.03,1.03
183.95,-1.84,-2.87,-1.83,-2.87,2.87,1.03,1.03,1.03
185.79,-1.80,-2.83,-1.81,-2.84,2.84,1.04,1.03,1.03
187.65,-1.76,-2.79,-1.78,-2.81,2.81,1.05,1.03,1.03
189.52,-1.74,-2.77,-1.75,-2.78,2.78,1.04,1.03,1.03
191.42,-1.71,-2.74,-1.72,-2.75,2.75,1.04,1.03,1.03
193.33,-1.69,-2.72,-1.70,-2.73,2.73,1.04,1.03,1.03
195.27,-1.68,-2.71,-1.67,-2.70,2.70,1.03,1.03,1.03
197.22,-1.66,-2.69,-1.65,-2.68,2.68,1.02,1.03,1.03
199.19,-1.65,-2.68,-1.63,-2.66,2.66,1.01,1.03,1.03
201.18,-1.61,-2.64,-1.61,-2.64,2.64,1.03,1.03,1.03
203.19,-1.58,-2.61,-1.59,-2.63,2.63,1.05,1.03,1.03
205.23,-1.57,-2.60,-1.58,-2.61,2.61,1.05,1.03,1.03
207.28,-1.56,-2.59,-1.57,-2.60,2.60,1.04,1.03,1.03
209.35,-1.56,-2.59,-1.56,-2.59,2.59,1.04,1.03,1.03
211.44,-1.56,-2.59,-1.55,-2.59,2.59,1.03,1.03,1.03
213.56,-1.56,-2.59,-1.55,-2.58,2.58,1.02,1.03,1.03
215.69,-1.54,-2.57,-1.54,-2.57,2.57,1.04,1.03,1.03
217.85,-1.53,-2.56,-1.54,-2.57,2.57,1.04,1.03,1.03
220.03,-1.54,-2.57,-1.54,-2.57,2.57,1.03,1.03,1.03
222.23,-1.55,-2.58,-1.54,-2.57,2.57,1.02,1.03,1.03
224.45,-1.56,-2.59,-1.54,-2.57,2.57,1.01,1.03,1.03
226.70,-1.54,-2.57,-1.54,-2.57,2.57,1.03,1.03,1.03
228.96,-1.54,-2.57,-1.54,-2.57,2.57,1.03,1.03,1.03
231.25,-1.56,-2.59,-1.54,-2.58,2.58,1.02,1.03,1.03
233.57,-1.53,-2.56,-1.55,-2.58,2.58,1.05,1.03,1.03
235.90,-1.54,-2.57,-1.55,-2.58,2.58,1.05,1.03,1.03
238.26,-1.56,-2.59,-1.56,-2.59,2.59,1.03,1.03,1.03
240.64,-1.57,-2.60,-1.56,-2.59,2.59,1.03,1.03,1.03
243.05,-1.56,-2.59,-1.57,-2.60,2.60,1.04,1.03,1.03
245.48,-1.56,-2.59,-1.57,-2.60,2.60,1.04,1.03,1.03
247.93,-1.57,-2.60,-1.57,-2.61,2.61,1.04,1.03,1.03
250.41,-1.59,-2.62,-1.58,-2.61,2.61,1.02,1.03,1.03
252.92,-1.60,-2.63,-1.58,-2.62,2.62,1.02,1.03,1.03
255.45,-1.61,-2.64,-1.59,-2.62,2.62,1.01,1.03,1.03
258.00,-1.60,-2.63,-1.59,-2.62,2.62,1.02,1.03,1.03
260.58,-1.58,-2.61,-1.59,-2.62,2.62,1.04,1.03,1.03
263.19,-1.58,-2.61,-1.59,-2.62,2.62,1.04,1.03,1.03
265.82,-1.58,-2.61,-1.58,-2.62,2.62,1.04,1.03,1.03
268.48,-1.58,-2.61,-1.58,-2.61,2.61,1.03,1.03,1.03
271.16,-1.57,-2.60,-1.57,-2.60,2.60,1.04,1.03,1.03
273.87,-1.57,-2.60,-1.56,-2.60,2.60,1.03,1.03,1.03
276.61,-1.56,-2.59,-1.55,-2.58,2.58,1.03,1.03,1.03
279.38,-1.54,-2.57,-1.54,-2.57,2.57,1.03,1.03,1.03
282.17,-1.53,-2.56,-1.52,-2.56,2.56,1.03,1.03,1.03
284.99,-1.51,-2.54,-1.51,-2.54,2.54,1.03,1.03,1.03
287.84,-1.49,-2.52,-1.49,-2.52,2.52,1.03,1.03,1.03
290.72,-1.47,-2.50,-1.47,-2.50,2.50,1.03,1.03,1.03
293.63,-1.45,-2.48,-1.44,-2.47,2.47,1.03,1.03,1.03
296.57,-1.42,-2.45,-1.41,-2.45,2.45,1.03,1.03,1.03
299.53,-1.39,-2.42,-1.38,-2.42,2.42,1.03,1.03,1.03
302.53,-1.37,-2.40,-1.35,-2.38,2.38,1.02,1.03,1.03
305.55,-1.34,-2.37,-1.32,-2.35,2.35,1.01,1.03,1.03
308.61,-1.28,-2.31,-1.28,-2.31,2.31,1.04,1.03,1.03
311.69,-1.24,-2.27,-1.24,-2.28,2.28,1.04,1.03,1.03
314.81,-1.20,-2.23,-1.21,-2.24,2.24,1.04,1.03,1.03
317.96,-1.17,-2.20,-1.17,-2.20,2.20,1.03,1.03,1.03
321.14,-1.14,-2.17,-1.13,-2.16,2.16,1.03,1.03,1.03
324.35,-1.11,-2.14,-1.09,-2.13,2.13,1.02,1.03,1.03
327.59,-1.05,-2.08,-1.06,-2.09,2.09,1.04,1.03,1.03
330.87,-1.02,-2.05,-1.02,-2.05,2.05,1.04,1.03,1.03
334.18,-1.00,-2.03,-0.99,-2.02,2.02,1.02,1.03,1.03
337.52,-0.98,-2.01,-0.96,-1.99,1.99,1.01,1.03,1.03
340.90,-0.94,-1.97,-0.94,-1.97,1.97,1.03,1.03,1.03
344.30,-0.93,-1.96,-0.92,-1.95,1.95,1.03,1.03,1.03
347.75,-0.92,-1.95,-0.91,-1.94,1.94,1.03,1.03,1.03
351.23,-0.89,-1.92,-0.91,-1.94,1.94,1.06,1.03,1.03
354.74,-0.89,-1.92,-0.92,-1.95,1.95,1.06,1.03,1.03
358.28,-0.91,-1.94,-0.94,-1.97,1.97,1.06,1.03,1.03
361.87,-0.94,-1.97,-0.96,-2.00,2.00,1.06,1.03,1.03
365.49,-0.97,-2.00,-1.00,-2.04,2.04,1.07,1.03,1.03
369.14,-1.01,-2.04,-1.05,-2.08,2.08,1.07,1.03,1.03
372.83,-1.09,-2.12,-1.10,-2.14,2.14,1.05,1.03,1.03
376.56,-1.15,-2.18,-1.16,-2.20,2.20,1.05,1.03,1.03
380.33,-1.22,-2.25,-1.23,-2.26,2.26,1.04,1.03,1.03
384.13,-1.30,-2.33,-1.30,-2.33,2.33,1.03,1.03,1.03
387.97,-1.38,-2.41,-1.36,-2.39,2.39,1.02,1.03,1.03
391.85,-1.44,-2.47,-1.43,-2.46,2.46,1.02,1.03,1.03
395.77,-1.51,-2.54,-1.48,-2.52,2.52,1.01,1.03,1.03
399.73,-1.56,-2.59,-1.53,-2.57,2.57,1.01,1.03,1.03
403.72,-1.60,-2.63,-1.58,-2.61,2.61,1.01,1.03,1.03
407.76,-1.63,-2.66,-1.61,-2.64,2.64,1.01,1.03,1.03
411.84,-1.64,-2.67,-1.62,-2.66,2.66,1.02,1.03,1.03
415.96,-1.64,-2.67,-1.63,-2.66,2.66,1.02,1.03,1.03
420.12,-1.63,-2.66,-1.62,-2.65,2.65,1.02,1.03,1.03
424.32,-1.60,-2.63,-1.59,-2.62,2.62,1.02,1.03,1.03
428.56,-1.57,-2.60,-1.55,-2.58,2.58,1.01,1.03,1.03
432.85,-1.51,-2.54,-1.49,-2.53,2.53,1.02,1.03,1.03
437.18,-1.46,-2.49,-1.42,-2.46,2.46,1.00,1.03,1.03
441.55,-1.37,-2.40,-1.34,-2.37,2.37,1.01,1.03,1.03
445.96,-1.28,-2.31,-1.25,-2.28,2.28,1.01,1.03,1.03
450.42,-1.17,-2.20,-1.15,-2.18,2.18,1.01,1.03,1.03
454.93,-1.06,-2.09,-1.04,-2.08,2.08,1.02,1.03,1.03
459.48,-0.95,-1.98,-0.93,-1.96,1.96,1.02,1.03,1.03
464.07,-0.81,-1.84,-0.82,-1.85,1.85,1.05,1.03,1.03
468.71,-0.70,-1.73,-0.71,-1.74,1.74,1.04,1.03,1.03
473.40,-0.58,-1.61,-0.60,-1.63,1.63,1.06,1.03,1.03
478.13,-0.47,-1.50,-0.50,-1.53,1.53,1.06,1.03,1.03
482.91,-0.38,-1.41,-0.41,-1.44,1.44,1.06,1.03,1.03
487.74,-0.29,-1.32,-0.32,-1.35,1.35,1.07,1.03,1.03
492.62,-0.22,-1.25,-0.25,-1.28,1.28,1.06,1.03,1.03
497.55,-0.16,-1.19,-0.19,-1.22,1.22,1.06,1.03,1.03
502.52,-0.13,-1.16,-0.14,-1.17,1.17,1.04,1.03,1.03
507.55,-0.09,-1.12,-0.10,-1.14,1.14,1.05,1.03,1.03
512.62,-0.07,-1.10,-0.08,-1.11,1.11,1.04,1.03,1.03
517.75,-0.05,-1.08,-0.06,-1.09,1.09,1.05,1.03,1.03
522.93,-0.05,-1.08,-0.05,-1.09,1.09,1.04,1.03,1.03
528.16,-0.05,-1.08,-0.05,-1.09,1.09,1.04,1.03,1.03
533.44,-0.06,-1.09,-0.06,-1.09,1.09,1.03,1.03,1.03
538.77,-0.07,-1.10,-0.06,-1.10,1.10,1.03,1.03,1.03
544.16,-0.10,-1.13,-0.07,-1.11,1.11,1.01,1.03,1.03
549.60,-0.10,-1.13,-0.08,-1.11,1.11,1.02,1.03,1.03
555.10,-0.12,-1.15,-0.09,-1.12,1.12,1.01,1.03,1.03
560.65,-0.11,-1.14,-0.10,-1.13,1.13,1.02,1.03,1.03
566.25,-0.11,-1.14,-0.11,-1.14,1.14,1.03,1.03,1.03
571.92,-0.13,-1.16,-0.11,-1.14,1.14,1.02,1.03,1.03
577.64,-0.12,-1.15,-0.11,-1.15,1.15,1.03,1.03,1.03
583.41,-0.11,-1.14,-0.11,-1.15,1.15,1.04,1.03,1.03
589.25,-0.11,-1.14,-0.11,-1.14,1.14,1.04,1.03,1.03
595.14,-0.11,-1.14,-0.11,-1.14,1.14,1.03,1.03,1.03
601.09,-0.09,-1.12,-0.10,-1.13,1.13,1.05,1.03,1.03
607.10,-0.07,-1.10,-0.09,-1.12,1.12,1.05,1.03,1.03
613.17,-0.08,-1.11,-0.08,-1.11,1.11,1.03,1.03,1.03
619.30,-0.06,-1.09,-0.06,-1.09,1.09,1.03,1.03,1.03
625.50,-0.04,-1.07,-0.04,-1.07,1.07,1.03,1.03,1.03
631.75,-0.03,-1.06,-0.01,-1.04,1.04,1.01,1.03,1.03
638.07,0.01,-1.02,0.02,-1.01,1.01,1.02,1.03,1.03
644.45,0.02,-1.01,0.06,-0.97,0.97,0.99,1.03,1.03
650.89,0.07,-0.96,0.11,-0.92,0.92,1.00,1.03,1.03
657.40,0.13,-0.90,0.16,-0.87,0.87,1.00,1.03,1.03
663.98,0.20,-0.83,0.22,-0.81,0.81,1.02,1.03,1.03
670.62,0.26,-0.77,0.28,-0.75,0.75,1.01,1.03,1.03
